Abbott, George Manlove|George Abbott
Walsh, John Patrick|John Walsh

Walsh, John Patrick|John Walsh

Walske, Carl|Charles Walker

Walske, Carl|Charles Walker

Walters, David|David Walters

Wang Chung-hui|Yang Chonghui

Wang Haring|Warren G. Harding

Ward, David H.|David Ward

Ward, David H.|David Ward

Ward, John G.|Jonas G. Howard

Wardhana, Mohammad Ali|Mohammad Ali

Warner, John S.|John Warner

Warner, John W.|John Warner

Warner, Norman E.|Norman Warner

Warren, Charles|Charles

Warren, Charles Beecher|Charles

Warren, William|William John Finley Warren

Washburn, Charles Ames|Charles

Washburn, John|John St. John

Washburn, John Davis|John Davis

Washburn, John Davis|John Davis

Washington, George|George Corbin Washington

Washington, George|George Washington Blanchard

Washington, George|George Washington Donaghey

Washington, George|George Washington Glick

Washington, George|George Washington Julian

Washington, George|George Washington Logan

Washington, George|George Washington Ryland

Washington, George|George Washington Smith

Washington, George|George Washington Woodward

Wasmosy, Juan Carlos|Juan Carlos Wasmosy

Waters, John K.|John Waters

Watkins, Donald|Ronald Atkins

Watkinson, Harold|Rod Atkinson

Watson, John Hugh Adam|John Watson

Watson, John Hugh Adam|John Watson

Watson, John Jordan Crittenden|John Watson

Watson, John Jordan Crittenden|John Watson

Watson, Thomas J., Jr.|Thomas Watson

Watts, Henry Miller|Henry Miller

Weathersby, William Henry|William Henry

Webb, James Edwin|James Webb

Webb, James Watson|James Watson

Webb, James Watson|James Webb

Webster, Charles Kingsley|Charles

Webster, Daniel|Daniel Webster Marsh

Weiser, Ronald|Ronald Weiser

Weitzel, George Thomas|George Thomas

Weizman, Ezer|Ezer Weizman

Weizmann, Chaim|Chaim Weizmann

Weizsäcker, Richard von|Richard Von Weizsäcker

Welensky, Roy|Roy Welensky

Wells, Henry|Henry H. Wells

Welsh, John|John St. John

Wesson, Charles M.|Charles

West, John Carl|John West

West, John Carl|John West

West, John Carl|John West

Westmoreland, William Charles|Charles

Whalen, Charles W., Jr.|Charles

Wharton, William Fisher|William Fisher

Whearty, Raymond P.|Raymond Raymond

Wheeler, Raymond A.|Raymond Raymond

White, Andrew Dickson|Andrew White

White, Charles Dunning|Charles

White, Henry|George Henry White

White, Henry|Henry White

White, Henry|Henry White Beeson

White, Henry|William Henry White

White, John|John Franklin White

White, John|John St. John

White, John|John White

White, John C.|John White

White, John Campbell|John Campbell

White, John Campbell|John Campbell

White, John Campbell|John Campbell

White, John Campbell|John White

White, Katharine (Elkus)|Katherine Whittred

White, Thomas D.|Thomas White

Whitehead, Robert E.|Robert Whitehead

Whitehouse, Charles Sheldon|Charles

Wick, Charles Z.|Charles

Wickliffe, Robert, Jr.|Robert C. Wickliffe

Wickliffe, Robert, Jr.|Robert Charles Wickliffe

Wiesner, Louis Arnold|Louis

Wiggin, Charles D.|Charles

Wiggins, James Russell|James Russell

Wilberforce, John|John St. John

Wiley, Alexander|Alexander Wiley

Wilhelm|Adam Wilhelm Moltke

Wilhelm|Carl Heinrich Wilhelm Hagen

Wilhelm|Carl Ludwig Wilhelm Grolman

Wilhelm|Christian Peter Wilhelm Beuth

Wilhelm|Christian Wilhelm Karl Ewald

Wilhelm|Friedrich Wilhelm Paech

Wilhelm|Friedrich Wilhelm

Wilhelm|Gustav Wilhelm Wolff

Wilhelm|Karl Wilhelm Berkhan

Wilhelm|Wilhelm Anton Von Klewitz

Wilhelm|Wilhelm Blakstad

Wilhelm|Wilhelm Boger

Wilhelm|Wilhelm Buck

Wilhelm|Wilhelm Cuno

Wilhelm|Wilhelm Dittmann

Wilhelm|Wilhelm Haferkamp

Wilhelm|Wilhelm Hoegner

Wilhelm|Wilhelm Iwan

Wilhelm|Wilhelm Kube

Wilhelm|Wilhelm Miklas

Wilhelm|Wilhelm Paulson

Wilhelm|Wilhelm Pieck

Wilhelm|Wilhelm Salomon Freund

Wilhelm|Wilhelm Stuckart

Wilhelm|Wilhelm Von Mirbach

Wilhelm|Wilhelm Von Wedell Piesdorf

Wilhelm|Wilhelm Wallbaum

Wilhelmina|Wilhelm Iwan

Wilkins, Roy|Rose Wilkinson

Wilkins, William|William A. Wilkins

Williams, Eric E.|Eric Williams

Williams, George Fred|George Williams

Williams, George Washington|George Williams

Williams, James|James D. Williams

Williams, John|Alan John Williams

Williams, John|Don Williamson

Williams, John|John Bell Williams

Williams, John|John G. Williams

Williams, John|John R. Williams

Williams, John|John Sharp Williams

Williams, John|John St. John

Williams, John|John W. Williams

Williams, John|John William Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams

Williams, John|John Williams Shackelford

Williams, John Sharp|John Sharp

Williams, John Sharp|John Sharp Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, John Sharp|John Williams

Williams, Maurice J.|Maurice Williams

Williams, Richard Llewellen|Richard Williams

Williams, Roger|Roger Williams

Williams, Roger|Roger Williams

Williams, Samuel T.|Samuel Williams

Williams, William|John William Williams

Williams, William|Sir William Williams

Williams, William|William E. Williams

Williams, William|William T. Williams

Williams, William|William Williams

Williams, William L. S.|William Williams

Williamson, George|George Williamson Hall

Williamson, John Clint|John Williamson

Williamson, John Gustavus Adolphus|John Williamson

Williamson, Larry C.|Larry

Willis, Albert Shelby|Albert Willis

Wilopo|Wilopo

Wilson, Arthur R.|Arthur Wilson

Wilson, Charles Erwin|Charles Wilson

Wilson, Charles Erwin|Charles Wilson

Wilson, Charles Erwin|Charles Wilson

Wilson, Charles Erwin|Charles

Wilson, Charles McMoran|Charles Wilson

Wilson, Charles McMoran|Charles Wilson

Wilson, Charles McMoran|Charles Wilson

Wilson, Charles McMoran|Charles

Wilson, Charles Stetson|Charles Stetson

Wilson, Charles Stetson|Charles Wilson

Wilson, Charles Stetson|Charles Wilson

Wilson, Charles Stetson|Charles Wilson

Wilson, Charles Stetson|Charles

Wilson, Frank J.|Frank Wilson

Wilson, Henry H., Jr.|Henry Wilson

Wilson, Henry Lane|Henry Lane

Wilson, Henry Lane|Henry Wilson

Wilson, Henry Maitland|Henry Wilson

Wilson, Hugh Robert|Robert Wilson

Wilson, James|James F. Wilson

Wilson, James|James Wilson

Wilson, James|James Wilson

Wilson, James|James Wilson

Wilson, James|James Wilson

Wilson, James|James Wilson Ii

Wilson, James|James Wilson Robertson

Wilson, James Harold|James Wilson

Wilson, James Harold|James Wilson

Wilson, James Harold|James Wilson

Wilson, James Harold|James Wilson

Wilson, James K., Jr.|James Wilson

Wilson, James K., Jr.|James Wilson

Wilson, James K., Jr.|James Wilson

Wilson, James K., Jr.|James Wilson

Wilson, James Morrison, Jr.|James Wilson

Wilson, James Morrison, Jr.|James Wilson

Wilson, James Morrison, Jr.|James Wilson

Wilson, James Morrison, Jr.|James Wilson

Wilson, Joseph Charles, IV|Charles Wilson

Wilson, Joseph Charles, IV|Charles Wilson

Wilson, Joseph Charles, IV|Charles Wilson

Wilson, Joseph Charles, IV|Charles

Wilson, Louis H.|Louis

Wilson, Robert Carlton (Bob)|Robert Wilson

Wilson, Thomas Murray|Thomas Murray

Wilson, Thomas Murray|Thomas Wilson

Wilson, Thomas W.|Thomas Wilson

Wilson, William A.|William Wilson

Wilson, William A.|William Wilson

Wilson, William A.|William Wilson

Wilson, William B.|William Wilson

Wilson, William B.|William Wilson

Wilson, William B.|William Wilson

Wilson, Woodrow|Woodrow Wilson Mann

Win, Ne|Ne Win

Win, U|U Lwin

Winant, John Gilbert|John Gilbert

Winant, John Gilbert|John Gilbert

Winant, John Gilbert|John Gilbert Winant

Wingate, Orde Charles|Charles

Winter, Elmer L.|Emmert L. Wingert

Wintrebert, Michel|Michael Neubert

Wintrebert, Michel|Michael Webert

Winzer, Otto|Otto Winzer

Wise, John S.|John Wise

Withers, Charles Dudley|Charles

Wolcott, Roger|Roger Wolcott

Wold, Terje|Terje Wold

Wolf, Charles, Jr.|Charles

Wolff|Birgitta Wolff

Wolff|Gustav Wilhelm Wolff

Wolff|Henry Drummond Wolff

Wolff|Lester L. Wolff

Wolff, Wilhelm|Gustav Wilhelm Wolff

Wood, Kingsley|Kingsley Wood

Wood, Robert J.|Robert Wood

Wood, William Braucher|William Wood

Woodbury, Charles Levi|Charles

Woods, Cyrus E.|Cyrus Woods

Worcester, Douglas|Alexander Douglas Douglas

Worcester, Douglas|James Douglas Stoddart Douglas

Wright, John B.|John Wright

Wright, William Marshall|William Marshall

Wright, William Marshall|William Marshall

Wright, William Marshall|William Wright

Wullweber, Christian Friedrich Wilhelm Jurgen|Friedrich Wilhelm

Wyatt, Wendell|Wendell Wyatt

Wyndham White, Eric|Eric Wyndham White

Yaméogo, Maurice|Maurice Yaméogo

Yan, Jiagan|Jian Yang

Yanukovych, Viktor|Viktor Viktorovych Yanukovych

Yasin, Yusuf|Yusuf Abubakar Yusuf

Yates, Charles M.|Charles

Ydígoras Fuentes, Miguel|Miguel Ydígoras Fuentes

Yeaman, George Helm|George Helm Yeaman

Yeltsin, Boris N.|Boris Yeltsin

Yingling, Raymond T.|Raymond Raymond

Ylitalo, John Raymond|John Raymond

Ylitalo, John Raymond|Raymond Raymond

Yoshida, Shigeru|Shigeru Yoshida

Yost, Charles Woodruff|Charles

Youlou, Fulbert|Fulbert Youlou

Young, Charles William (“C.W.” or “Bill”)|Bill Young

Young, Charles William (“C.W.” or “Bill”)|Charles

Young, Charles William (“C.W.” or “Bill”)|William Young

Young, Charles William (“C.W.” or “Bill”)|William Young

Young, Charles William (“C.W.” or “Bill”)|William Young

Young, David R., Jr.|David Young

Young, David R., Jr.|David Young

Young, George William|William Young

Young, George William|William Young

Young, George William|William Young

Young, John Parke|John Young

Young, John Russell|John Russell

Young, John Russell|John Young

Young, Pierce Manning Butler|Pierce Butler

Young, Stephen|Stephen M. Young

Young, William Hilary|William Young

Young, William Hilary|William Young

Young, William Hilary|William Young

Yusuf, Mohammed|Yusuf Abubakar Yusuf

Zahedi, Hassan|Hassan Abdallah Hassan

Zahir, Abdul|Abdul Azeez Abdul Rahim

Zahir, Abdul|Abdul Aziz Abdul Kadir

Zahir, Abdul|Abdul Halim Abdul Rahman

Zahir, Abdul|Abdul Zahir

Zakowski, Juliusz|Julius Yankowsky

Zamora, Jaime Paz|Jaime Paz Zamora

Zellerbach, James David|David James

Zellerbach, James David|David James

Zhang Wenjin|Chang Wen Ing

Zhao Ziyang|Zhou Yang

Zhelev, Zhelyu|Zhelyu Zhelev

Zhu De|Francisco De La Guerra Y De La Vega

Zhu De|Francisco De Paula Martínez De La Rosa Y Berdejo

Zhu De|Francisco De Tello De Guzmán

Zhu De|José De Azlor Y Virto De Vera

Zhu De|Juan Álvarez De Eulate Y Ladrón De Cegama

Zhu De|Louis Marie De Milet De Mureau

Zhu De|Louis Raymond De Montaignac De Chauvance

Zhu De|Marc René De Voyer De Paulmy D'argenson

Zhu De|Venceslau De Sousa Pereira De Lima

Zhu Rongji|Zhou Rongxin

Zimmermann, Alfred F.M.|Fred R. Zimmerman

Zoli, Adone|Adone Zoli

Zolotas, Xenophon|Xenophon Zolotas

Zorinsky, Edward|Edward Zorinsky

Zwick, Charles J.|Charles

‘Uthman, Mahmud|Mahmud Mahmud

Abalkhail, Muhammad|Muhammad Muhammad Taib

Abdul, Monem|Abdul Azeez Abdul Rahim

Abdul, Monem|Abdul Aziz Abdul Kadir

Abdul, Monem|Abdul Halim Abdul Rahman

Aguirre, Francisco|Francis Gurry

Aguirre, Francisco|Francisco De Aguirre

Alfonsín, Raúl|Raúl Alfonsín

al-Hakim, Hassan|Hassan Abdallah Hassan

Ali, Muhammad|Ali Mahdi Muhammad

Ali, Muhammad|Ali Muhammad Khan

Ali, Muhammad|Mohamed Ali Hasan Ali

Ali, Muhammad|Mohammad Asif

Ali, Muhammad|Muhammad Ali Al Abid

Ali, Muhammad|Muhammad Ali Al Halabi

Ali, Muhammad|Muhammad Muhammad Taib

al-Rawi, Ahmad Eban Said Ibrahim|Ahmad Said

Anderson, Martin|Martin

Bakr, Abdullah|Abdul Rahim Bakri

Barnes, Michael D.|Michael Barnes

Beecham, Charles R. (“Bob”)|Charles

Bethune, Mary Macleod|Mary Macleod

Bignone, Reynaldo|Reynaldo Bignone

Blair, James A.|James Blair

Blair, William D., Jr.|William Blair

Blake, John|John Blake Jr.

Blake, John|John Blake Rice

Blake, John|John St. John

Block, John R.|John Block

Blondin, Charles (“Jean-Francois Gravelet”)|Charles

Bourbon, Philip J.|Phillip Burton

Bradshaw, James|James Benn Bradshaw

Braithwaite, Rodric Q.|Rodric Braithwaite

Brooks, Jack B.|Jack Brooks

Brown, George|George Brown

Brown, George|George Houston Brown

Brown, George|George Stayley Brown

Brown, George|Georges Tron

Brown, George|Walter George Brown

Brown, James L.|James Brown

Brown, James L.|James Brown

Brown, John Nicholas|John Brown

Brown, John Nicholas|John Brown

Brown, John Nicholas|John Brown

Brown, John Nicholas|John Brown

Brown, John Nicholas|John Brown

Buchanan, James Eldon|James Buchanan

Buchanan, James Eldon|James Buchanan

Cage, John|John St. John

Campbell, Alan K. (“Scotty”)|Alan Campbell

Capriles, Roberto|Robert Carrier

Capriles, Roberto|Robert Chapuis

Cathey, Charles H., Jr.|Charles

Chanler, William Charles|Charles

Chung, Arthur|Arthur Chung

Clark, William P., Jr.|William Clark

Clark, William P., Jr.|William Clark

Colladay, Martin G.|Martin

Conover, Willis C., Jr.|William C. Cooper

Contee, Raymond E.|Raymond Raymond

Corbett, Charles|Charles

Couto e Silva, Golbery do|Golbery Do Couto E Silva

Cripps, Stafford|Stafford Cripps

Dalton, James E.|James Dalton

Davis, Thomas R.|Omar Davies

Davis, Thomas R.|Thomas Davis

Davis, Owen|Don Davies

Davis, Owen|Ken Davies

Davis, Owen|Ron Davies

Dennis, William E.|William Dennis

Dönitz, Karl|Karl Dönitz

Donovan, James|James H. Donovan

Donovan, John|John Donovan

Donovan, John|John St. John

Downey, Thomas|Thomas Downey

Drummond, William R.|William Drummond

D’Amato, Al|Al D'amato

D’Amato, Al|Salah Al Din Al Bitar

D’Amato, Al|Taj Al Din Al Hasani

English, Glenn|Glenn English

Ewalt, Larry|Larry

Eyre, John|John St. John

Fletcher, Douglas|Alexander Douglas Douglas

Fletcher, Douglas|James Douglas Stoddart Douglas

Flett, Martin Teall|Martin

Forrester, Martin C.|Martin

Forrester, Ricardo|Richard Foster

Forster, J.R.|Christine Forster

Forster, J.R.|Cindy Forster

Forster, J.R.|Gordon Forster

Forster, J.R.|Harold Ernest Forster

Forster, J.R.|Henry Forster

Forster, J.R.|Sir Charles Forster

Forster, J.R.|William Forster Mccord

Forster, J.R.|William Thomas Forster

Fowler, Robert William Doughty|William Fowler

Frank, Hans|Hans Frank

Frank, Hans|Hans

Franklin, John Hope|John Hope

Franklin, John Hope|John Hope

Fraser, William|William Alexander Fraser

Fraser, William|William Fraser

Fraser, William|William Fraser

Fraser, William|William Mackenzie Fraser

Frederick, Robert|Robert Frederick Bennett

Freeman, Charles L.|Charles

George, W. Perry|George Perry

George, W. Perry|George Perry

Giffard, John|John St. John

Gordon, David L.|David Gordon

Graham, John|John Graham

Graham, John|John Graham

Graham, John|John St. John

Gregoryev, B.|Bob Gregory

Gregoryev, B.|Bud Gregory

Grojean, Charles D.|Charles

Gutiérrez Barrios, Fernando|Fernando Gutiérrez Barrios

Halsey, William F.|William Halsey

Hayward, Thomas B.|Thomas Hayward

Hill, W. Martin|Martin

Hoffmann, Martin Richard|Martin

Horman, Charles|Charles

Horn, Edhard|Edward Ho

Hubbard, Charles J.|Charles Hubbard

Hubbard, Charles J.|Charles

Hunt, Rex Masterman|Rex Hunt

Isaacs, Allan|Alan Mcisaac

Isbister, James|James Isbister

Ivanov|Dumitru Ivanov

Ivanov|Igor Ivanov

Ivanov|Ivan Ivanov Bagryanov

Ivanov|Violeta Ivanov

Jacquet, Raymond|Raymond Raymond

John Paul I|John Paul Sr.

Johnson, Henry P.|Henry Johnson

Jones, George F.|George Jones

Jones, William M.|William Jones

Jones, William M.|William Jones

Khalil, Akmar|Karim Khalili

King, Charles D. B.|Charles

King, John F.|John King

King, Robert R.|Robert King

Koeltz, Louis|Louis

Kraemer, Sven|Ken Kramer

Lauder, George V.|Georges Valade

Lee, John C. H.|John Lee

Lee, John C. H.|John Lee

Lee, John C. H.|John Lee

Lee, John C. H.|John Lee Lee

Lee, John C. H.|John Lee

Ley, Robert|Bert Lacey

Losonczi, Pál|Pál Losonczi

Lovell, Alfred H., Jr.|Alfredo Covelli

Maktos, John|John St. John

Marengo, Louis|Louis

Margrave, Robert|Bert Hargrave

Margrave, Robert|Herbert Gargrave

Martin, Louis E.|Louis

Martin, Louis E.|Martin

Matteson, Lois J.|Liz J. Patterson

McCarthy, Charles E.|Charles

McDonald, C. M.|Calum Macdonald

McMahon, John N.|John Mcmahon

Mitchell, William|John William Mitchell

Mitchell, William|William B. Mitchell

Mitchell, William|William Mitchell

Moatsis, John|John St. John

Moe, George|Georges Monnet

Monge, Luis Alberto|Luis Alberto Monge

Monge Álvarez, Luis Alberto|Luis Alberto Monge

Morris, Richard|Richard Morris

Murphy, John T.|John Murphy

Murphy, John T.|John Murphy

Murphy, John T.|John Murphy

Murphy, John T.|John Murphy

Newton, James D.|James Newton

Noriega Moreno, Manuel Antonio|Manuel Noriega

Nott, John|Jochen Ott

Nott, John|John St. John

Olom, Louis T.|Louis

Ortiz, Salvador|Héctor Ortiz Ortiz

Packard, Charles Douglas|Charles

Patton, George S., Jr.|Georges Tron

Peña, Ricardo|Manuel De La Peña Y Peña

Pereda Asbún, Juan|Juan Pereda

Perillier, Louis|Louis

Petit, Pierre|Pierre Petit

Phelps, Dudley Maynard|Phelps Phelps

Phelps, Homer R., Jr.|Phelps Phelps

Phelps, Vernon L.|Phelps Phelps

Piesch, Hans|Hans

Politis, John|John St. John

Ranney, Frederic G.|Frederick G. Payne

Ranney, Frederic G.|Frederick Gray

Raymond, Adrien|Raymond Raymond

Regan, Donald|Ronald Reagan

Regan, Donald T.|Ronald Reagan

Reid, Ptolemy|Ptolemy Reid

Ridley, Clarence S.|Lawrence S. Trimble

Roberts, John|John Roberts

Roberts, John|John Roberts

Roberts, John|John St. John

Robinson, William B.|William Robinson

Robinson, William B.|William Robinson

Robinson, William B.|William Robinson

Said, Ahmad Abdu|Ahmad Said

Sawyer, Mrs. Charles|Charles H. Sawyer

Sawyer, Mrs. Charles|Charles

Scott, Robert S.|Robert Scott

Shayba, Ali|Mohamed Ali Hasan Ali

Shenefield, John|John St. John

Sherman, Charles B.|Charles

Simms, John|John F. Simms

Simms, John|John St. John

Simon, Paul M.|Paul Simon

Smith, David|David Smith

Smith, David|David Smith

Smith, David|David Smith

Smith, David|David Smith Monson

Smith, David|David William Smith

Smith, William D.|William Smith

Smith, William D.|William Smith

Smith, William D.|William Smith

Smith, William D.|William Smith

Smith, William F.|William Smith

Smith, William F.|William Smith

Smith, William F.|William Smith

Smith, William F.|William Smith

Smith, William French|William Smith

Smith, William French|William Smith

Smith, William French|William Smith

Smith, William French|William Smith

Snyder, Marion Eugene (“Gene”)|Gene Snyder

Sofianopoulos (Sophianopoulos), John|John St. John

Sparks, Joseph S.|Joseph Sparks

Spencer, John|John St. John

Stern, Al|Salah Al Din Al Bitar

Stern, Al|Taj Al Din Al Hasani

Stockman, Charles J.|Charles

Strougal, Lubomir|Lubomír Štrougal

Sulaiman, Hamad|Muhammad Suleiman

Swinton|George Swinton Legaré

